colname,durablename,static,pats,units_cd,mxinsts,nval_num,patvis_null,confidence_num,mxconmod,patvis,pats_null,colid,mod,quantity_num,ccd,name,cid,concept_path,rule,ddomain,mxfacts,valueflag_cd,tval_char,colcd,location_cd,valtype_cd
v195_Intd__ptnts_tf,_Intd__ptnts_tf,,1050,1,1,,314655,,1,1150,1932,v195_Intd__ptnts,,,1,"2085 Date Case Initiated[27,096 facts; 25,907 patients]",195,\i2b2\naaccr\S:3 Edit Overrides/Conversion History/System Admin\2085 Date Case Initiated\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,1007,v195,,D
v195_Intd__ptnts,_Intd__ptnts,,1050,1,1,,314655,,1,1150,1932,v195_Intd__ptnts,,,1,"2085 Date Case Initiated[27,096 facts; 25,907 patients]",195,\i2b2\naaccr\S:3 Edit Overrides/Conversion History/System Admin\2085 Date Case Initiated\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,1007,v195,,D
v196_Cmpltd__ptnts_tf,_Cmpltd__ptnts_tf,,1053,1,1,,314721,,1,1084,1929,v196_Cmpltd__ptnts,,,1,"2090 Date Case Completed[27,341 facts; 26,114 patients]",196,\i2b2\naaccr\S:3 Edit Overrides/Conversion History/System Admin\2090 Date Case Completed\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,930,v196,,D
v196_Cmpltd__ptnts,_Cmpltd__ptnts,,1053,1,1,,314721,,1,1084,1929,v196_Cmpltd__ptnts,,,1,"2090 Date Case Completed[27,341 facts; 26,114 patients]",196,\i2b2\naaccr\S:3 Edit Overrides/Conversion History/System Admin\2090 Date Case Completed\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,930,v196,,D
v197_Smr_ptnts_cd,_Smr_ptnts_cd,,972,1,1,,314712,,2,1093,2010,v197_Smr_ptnts,,,9,"0759 SEER Summary Stage 2000[24,009 facts; 22,982 patients]",197,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0759 SEER Summary Stage 2000\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v197,,
v197_Smr_ptnts,_Smr_ptnts,,972,1,1,,314712,,2,1093,2010,v197_Smr_ptnts,,,9,"0759 SEER Summary Stage 2000[24,009 facts; 22,982 patients]",197,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0759 SEER Summary Stage 2000\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v197,,
v198_fcts_ptnts_cd,_fcts_ptnts_cd,,653,1,1,,315100,,2,705,2329,v198_fcts_ptnts,,,37,"0880 TNM Path T[14,861 facts; 14,389 patients]",198,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0880 TNM Path T\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v198,,
v198_fcts_ptnts,_fcts_ptnts,,653,1,1,,315100,,2,705,2329,v198_fcts_ptnts,,,37,"0880 TNM Path T[14,861 facts; 14,389 patients]",198,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0880 TNM Path T\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v198,,
v199_Plvs_ptnts_cd,_Plvs_ptnts_cd,,865,1,1,,314921,,1,884,2117,v199_Plvs_ptnts,,,1,Kidney and Renal Pelvis[865 facts; 838 patients],199,\i2b2\naaccr\SEER Site\Urinary System\Kidney and Renal Pel\,UNKNOWN_DATA_ELEMENT,SEER_SITE,1,,,v199,,
v199_Plvs_ptnts_tf,_Plvs_ptnts_tf,,865,1,1,,314921,,1,884,2117,v199_Plvs_ptnts,,,1,Kidney and Renal Pelvis[865 facts; 838 patients],199,\i2b2\naaccr\SEER Site\Urinary System\Kidney and Renal Pel\,UNKNOWN_DATA_ELEMENT,SEER_SITE,1,,,v199,,
v199_Plvs_ptnts,_Plvs_ptnts,,865,1,1,,314921,,1,884,2117,v199_Plvs_ptnts,,,1,Kidney and Renal Pelvis[865 facts; 838 patients],199,\i2b2\naaccr\SEER Site\Urinary System\Kidney and Renal Pel\,UNKNOWN_DATA_ELEMENT,SEER_SITE,1,,,v199,,
v201_HDL_MCnc_Pt_Sr_Pls_Qn_mn,_HDL_MCnc_Pt_Sr_Pls_Qn_mn,,1259,1,3,1,307386,,1,8419,1723,v201_HDL_MCnc_Pt_Sr_Pls_Qn,,,1,"2085-9 - Cholesterol.in HDL:MCnc:Pt:Ser/Plas:Qn[960,243 facts; 263,209 patients]",201,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168030\A26498842\A18244095\A18321503\A30993272\A18142454\,UNKNOWN_DATA_ELEMENT,LOINC,3,2,,v201,,
v201_HDL_MCnc_Pt_Sr_Pls_Qn,_HDL_MCnc_Pt_Sr_Pls_Qn,,1259,1,3,1,307386,,1,8419,1723,v201_HDL_MCnc_Pt_Sr_Pls_Qn,,,1,"2085-9 - Cholesterol.in HDL:MCnc:Pt:Ser/Plas:Qn[960,243 facts; 263,209 patients]",201,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168030\A26498842\A18244095\A18321503\A30993272\A18142454\,UNKNOWN_DATA_ELEMENT,LOINC,3,2,,v201,,
v202_LDL_MCnc_Pt_Sr_Pls_Qn_Drct_mn,_LDL_MCnc_Pt_Sr_Pls_Qn_Drct_mn,,7,1,1,1,315796,,1,9,2975,v202_LDL_MCnc_Pt_Sr_Pls_Qn_Drct,,,1,18262-6 - Cholesterol.in LDL:MCnc:Pt:Ser/Plas:Qn:Direct assay[576 facts; 445 patients],202,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168030\A26498842\A18244095\A18321506\A30991075\A18256428\,UNKNOWN_DATA_ELEMENT,LOINC,1,1,,v202,,
v202_LDL_MCnc_Pt_Sr_Pls_Qn_Drct,_LDL_MCnc_Pt_Sr_Pls_Qn_Drct,,7,1,1,1,315796,,1,9,2975,v202_LDL_MCnc_Pt_Sr_Pls_Qn_Drct,,,1,18262-6 - Cholesterol.in LDL:MCnc:Pt:Ser/Plas:Qn:Direct assay[576 facts; 445 patients],202,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168030\A26498842\A18244095\A18321506\A30991075\A18256428\,UNKNOWN_DATA_ELEMENT,LOINC,1,1,,v202,,
v203_Trglcrd_MCnc_Pt_Sr_Pls_Qn_mn,_Trglcrd_MCnc_Pt_Sr_Pls_Qn_mn,,1319,1,3,1,306900,,1,8905,1663,v203_Trglcrd_MCnc_Pt_Sr_Pls_Qn,,,1,"2571-8 - Triglyceride:MCnc:Pt:Ser/Plas:Qn[993,800 facts; 270,141 patients]",203,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168030\A18246066\A31018435\A18299866\,UNKNOWN_DATA_ELEMENT,LOINC,3,2,,v203,,
v203_Trglcrd_MCnc_Pt_Sr_Pls_Qn,_Trglcrd_MCnc_Pt_Sr_Pls_Qn,,1319,1,3,1,306900,,1,8905,1663,v203_Trglcrd_MCnc_Pt_Sr_Pls_Qn,,,1,"2571-8 - Triglyceride:MCnc:Pt:Ser/Plas:Qn[993,800 facts; 270,141 patients]",203,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168030\A18246066\A31018435\A18299866\,UNKNOWN_DATA_ELEMENT,LOINC,3,2,,v203,,
v205_LDL_MCnc_Pt_Sr_Pls_Qn_Clcltd_mn,_LDL_MCnc_Pt_Sr_Pls_Qn_Clcltd_mn,,1229,3,3,1,307948,,1,7857,1753,v205_LDL_MCnc_Pt_Sr_Pls_Qn_Clcltd,,,1,"13457-7 - Cholesterol.in LDL:MCnc:Pt:Ser/Plas:Qn:Calculated[926,758 facts; 259,058 patients]",205,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168030\A26498842\A18244095\A18321506\A30991075\A18099935\,UNKNOWN_DATA_ELEMENT,LOINC,3,3,,v205,,
v205_LDL_MCnc_Pt_Sr_Pls_Qn_Clcltd,_LDL_MCnc_Pt_Sr_Pls_Qn_Clcltd,,1229,3,3,1,307948,,1,7857,1753,v205_LDL_MCnc_Pt_Sr_Pls_Qn_Clcltd,,,1,"13457-7 - Cholesterol.in LDL:MCnc:Pt:Ser/Plas:Qn:Calculated[926,758 facts; 259,058 patients]",205,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168030\A26498842\A18244095\A18321506\A30991075\A18099935\,UNKNOWN_DATA_ELEMENT,LOINC,3,3,,v205,,
v207_Chlstrl_MCnc_Pt_Sr_Pls_Qn_mn,_Chlstrl_MCnc_Pt_Sr_Pls_Qn_mn,,1282,1,3,1,307329,,1,8476,1700,v207_Chlstrl_MCnc_Pt_Sr_Pls_Qn,,,1,"2093-3 - Cholesterol:MCnc:Pt:Ser/Plas:Qn[979,470 facts; 267,615 patients]",207,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168030\A26498842\A18244095\A30980013\A18297162\,UNKNOWN_DATA_ELEMENT,LOINC,3,2,,v207,,
v207_Chlstrl_MCnc_Pt_Sr_Pls_Qn,_Chlstrl_MCnc_Pt_Sr_Pls_Qn,,1282,1,3,1,307329,,1,8476,1700,v207_Chlstrl_MCnc_Pt_Sr_Pls_Qn,,,1,"2093-3 - Cholesterol:MCnc:Pt:Ser/Plas:Qn[979,470 facts; 267,615 patients]",207,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168030\A26498842\A18244095\A30980013\A18297162\,UNKNOWN_DATA_ELEMENT,LOINC,3,2,,v207,,
v208_Chlstrl_tl_Chlstrl_in_mn,_Chlstrl_tl_Chlstrl_in_mn,,232,2,2,1,315290,,1,515,2750,v208_Chlstrl_tl_Chlstrl_in,,,1,"9830-1 - Cholesterol.total/Cholesterol.in HDL:MRto:Pt:Ser/Plas:Qn[80,808 facts; 43,267 patients]",208,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168030\A26498842\A18244095\A18167137\A31017117\A30984506\A21119646\,UNKNOWN_DATA_ELEMENT,LOINC,2,1,,v208,,
v208_Chlstrl_tl_Chlstrl_in,_Chlstrl_tl_Chlstrl_in,,232,2,2,1,315290,,1,515,2750,v208_Chlstrl_tl_Chlstrl_in,,,1,"9830-1 - Cholesterol.total/Cholesterol.in HDL:MRto:Pt:Ser/Plas:Qn[80,808 facts; 43,267 patients]",208,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168030\A26498842\A18244095\A18167137\A31017117\A30984506\A21119646\,UNKNOWN_DATA_ELEMENT,LOINC,2,1,,v208,,
v209_Glcs_MCnc_Pt_Bld_Qn_mn,_Glcs_MCnc_Pt_Bld_Qn_mn,,199,1,7,1,315504,,1,301,2783,v209_Glcs_MCnc_Pt_Bld_Qn,,,1,"2339-0 - Glucose:MCnc:Pt:Bld:Qn[103,181 facts; 66,226 patients]",209,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A27462737\A18322025\A31013456\A18182361\,UNKNOWN_DATA_ELEMENT,LOINC,7,3,,v209,,
v209_Glcs_MCnc_Pt_Bld_Qn,_Glcs_MCnc_Pt_Bld_Qn,,199,1,7,1,315504,,1,301,2783,v209_Glcs_MCnc_Pt_Bld_Qn,,,1,"2339-0 - Glucose:MCnc:Pt:Bld:Qn[103,181 facts; 66,226 patients]",209,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A27462737\A18322025\A31013456\A18182361\,UNKNOWN_DATA_ELEMENT,LOINC,7,3,,v209,,
v210_Glcs_MCnc_Pt_BldC_Qn_Glcmtr_mn,_Glcs_MCnc_Pt_BldC_Qn_Glcmtr_mn,,1351,1,40,1,293879,,1,21926,1631,v210_Glcs_MCnc_Pt_BldC_Qn_Glcmtr,,,1,"41653-7 - Glucose:MCnc:Pt:BldC:Qn:Glucometer[5,115,006 facts; 179,073 patients]",210,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A27462737\A18322025\A31017855\A18347284\,UNKNOWN_DATA_ELEMENT,LOINC,40,3,,v210,,
v210_Glcs_MCnc_Pt_BldC_Qn_Glcmtr,_Glcs_MCnc_Pt_BldC_Qn_Glcmtr,,1351,1,40,1,293879,,1,21926,1631,v210_Glcs_MCnc_Pt_BldC_Qn_Glcmtr,,,1,"41653-7 - Glucose:MCnc:Pt:BldC:Qn:Glucometer[5,115,006 facts; 179,073 patients]",210,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A27462737\A18322025\A31017855\A18347284\,UNKNOWN_DATA_ELEMENT,LOINC,40,3,,v210,,
v211_Glcs_MCnc_Pt_Sr_Pls_Qn_mn,_Glcs_MCnc_Pt_Sr_Pls_Qn_mn,,2325,1,28,1,260115,,1,55690,657,v211_Glcs_MCnc_Pt_Sr_Pls_Qn,,,1,"2345-7 - Glucose:MCnc:Pt:Ser/Plas:Qn[5,142,247 facts; 624,826 patients]",211,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A27462737\A18322025\A31000109\A18105516\,UNKNOWN_DATA_ELEMENT,LOINC,28,3,1,v211,,T
v211_Glcs_MCnc_Pt_Sr_Pls_Qn,_Glcs_MCnc_Pt_Sr_Pls_Qn,,2325,1,28,1,260115,,1,55690,657,v211_Glcs_MCnc_Pt_Sr_Pls_Qn,,,1,"2345-7 - Glucose:MCnc:Pt:Ser/Plas:Qn[5,142,247 facts; 624,826 patients]",211,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A27462737\A18322025\A31000109\A18105516\,UNKNOWN_DATA_ELEMENT,LOINC,28,3,1,v211,,T
v212_Ac_Hmglbn_tl_MFr_Pt_Bld_Qn_mn,_Ac_Hmglbn_tl_MFr_Pt_Bld_Qn_mn,,1128,3,3,1,307655,,1,8150,1854,v212_Ac_Hmglbn_tl_MFr_Pt_Bld_Qn,,,1,"4548-4 - Hemoglobin A1c/Hemoglobin.total:MFr:Pt:Bld:Qn[833,662 facts; 210,628 patients]",212,\i2b2\Lab Loinc\A23478825\A28298479\A18127704\A18283406\A18206263\A18206256\A18322106\A18283407\A31012749\A30989116\A18869063\,UNKNOWN_DATA_ELEMENT,LOINC,3,2,,v212,,
v212_Ac_Hmglbn_tl_MFr_Pt_Bld_Qn,_Ac_Hmglbn_tl_MFr_Pt_Bld_Qn,,1128,3,3,1,307655,,1,8150,1854,v212_Ac_Hmglbn_tl_MFr_Pt_Bld_Qn,,,1,"4548-4 - Hemoglobin A1c/Hemoglobin.total:MFr:Pt:Bld:Qn[833,662 facts; 210,628 patients]",212,\i2b2\Lab Loinc\A23478825\A28298479\A18127704\A18283406\A18206263\A18206256\A18322106\A18283407\A31012749\A30989116\A18869063\,UNKNOWN_DATA_ELEMENT,LOINC,3,2,,v212,,
v213_Ac_Hmglbn_tl_MFr_Pt_Bld_Qn_Elctrphrs_mn,_Ac_Hmglbn_tl_MFr_Pt_Bld_Qn_Elctrphrs_mn,,8,1,1,1,315797,,1,8,2974,v213_Ac_Hmglbn_tl_MFr_Pt_Bld_Qn_Elctrphrs,,,1,"4549-2 - Hemoglobin A1c/Hemoglobin.total:MFr:Pt:Bld:Qn:Electrophoresis[5,235 facts; 3,731 patients]",213,\i2b2\Lab Loinc\A23478825\A28298479\A18127704\A18283406\A18206263\A18206256\A18322106\A18283407\A31012749\A30989116\A18869064\,UNKNOWN_DATA_ELEMENT,LOINC,1,1,,v213,,
v213_Ac_Hmglbn_tl_MFr_Pt_Bld_Qn_Elctrphrs,_Ac_Hmglbn_tl_MFr_Pt_Bld_Qn_Elctrphrs,,8,1,1,1,315797,,1,8,2974,v213_Ac_Hmglbn_tl_MFr_Pt_Bld_Qn_Elctrphrs,,,1,"4549-2 - Hemoglobin A1c/Hemoglobin.total:MFr:Pt:Bld:Qn:Electrophoresis[5,235 facts; 3,731 patients]",213,\i2b2\Lab Loinc\A23478825\A28298479\A18127704\A18283406\A18206263\A18206256\A18322106\A18283407\A31012749\A30989116\A18869064\,UNKNOWN_DATA_ELEMENT,LOINC,1,1,,v213,,
v214_M_prdctd_ArVRt_Pt_Sr_Pls_Qn_Crtn_bsd_mn,_M_prdctd_ArVRt_Pt_Sr_Pls_Qn_Crtn_bsd_mn,,1371,3,3,1,306773,,1,9032,1611,v214_M_prdctd_ArVRt_Pt_Sr_Pls_Qn_Crtn_bsd,,,1,"33914-3 - Glomerular filtration rate/1.73 sq M.predicted:ArVRat:Pt:Ser/Plas:Qn:Creatinine-based formula (MDRD)[534,657 facts; 155,731 patients]",214,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18207214\A18360709\A18283345\A30976234\A18856108\,UNKNOWN_DATA_ELEMENT,LOINC,3,1,,v214,,
v214_M_prdctd_ArVRt_Pt_Sr_Pls_Qn_Crtn_bsd,_M_prdctd_ArVRt_Pt_Sr_Pls_Qn_Crtn_bsd,,1371,3,3,1,306773,,1,9032,1611,v214_M_prdctd_ArVRt_Pt_Sr_Pls_Qn_Crtn_bsd,,,1,"33914-3 - Glomerular filtration rate/1.73 sq M.predicted:ArVRat:Pt:Ser/Plas:Qn:Creatinine-based formula (MDRD)[534,657 facts; 155,731 patients]",214,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18207214\A18360709\A18283345\A30976234\A18856108\,UNKNOWN_DATA_ELEMENT,LOINC,3,1,,v214,,
v215_M_prdctd_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd_mn,_M_prdctd_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd_mn,,82,2,1,1,315620,,1,185,2900,v215_M_prdctd_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd,,,1,"48643-1 - Glomerular filtration rate/1.73 sq M.predicted.black:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD)[30,789 facts; 14,813 patients]",215,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18207214\A18360709\A18283345\A18360710\A30973647\A29387702\,UNKNOWN_DATA_ELEMENT,LOINC,1,1,,v215,,
v215_M_prdctd_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd,_M_prdctd_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd,,82,2,1,1,315620,,1,185,2900,v215_M_prdctd_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd,,,1,"48643-1 - Glomerular filtration rate/1.73 sq M.predicted.black:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD)[30,789 facts; 14,813 patients]",215,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18207214\A18360709\A18283345\A18360710\A30973647\A29387702\,UNKNOWN_DATA_ELEMENT,LOINC,1,1,,v215,,
v216_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd_mn,_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd_mn,,685,3,3,1,311980,,1,3825,2297,v216_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd,,,1,"48642-3 - Glomerular filtration rate/1.73 sq M.predicted.non black:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD)[289,786 facts; 93,752 patients]",216,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18207214\A18360709\A18283345\A18322022\A31015698\A29388333\,UNKNOWN_DATA_ELEMENT,LOINC,3,1,,v216,,
v216_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd,_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd,,685,3,3,1,311980,,1,3825,2297,v216_blck_ArVRt_Pt_Sr_Pls_Bld_Qn_Crtn_bsd,,,1,"48642-3 - Glomerular filtration rate/1.73 sq M.predicted.non black:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD)[289,786 facts; 93,752 patients]",216,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18207214\A18360709\A18283345\A18322022\A31015698\A29388333\,UNKNOWN_DATA_ELEMENT,LOINC,3,1,,v216,,
v217_Ptsm_SCnc_Pt_Sr_Pls_Qn_mn,_Ptsm_SCnc_Pt_Sr_Pls_Qn_mn,,2368,1,28,1,255706,,1,60099,614,v217_Ptsm_SCnc_Pt_Sr_Pls_Qn,,,1,"2823-3 - Potassium:SCnc:Pt:Ser/Plas:Qn[5,232,335 facts; 620,883 patients]",217,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18205079\A18206011\A18168575\A30976233\A18222868\,UNKNOWN_DATA_ELEMENT,LOINC,28,3,,v217,,
v217_Ptsm_SCnc_Pt_Sr_Pls_Qn,_Ptsm_SCnc_Pt_Sr_Pls_Qn,,2368,1,28,1,255706,,1,60099,614,v217_Ptsm_SCnc_Pt_Sr_Pls_Qn,,,1,"2823-3 - Potassium:SCnc:Pt:Ser/Plas:Qn[5,232,335 facts; 620,883 patients]",217,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18205079\A18206011\A18168575\A30976233\A18222868\,UNKNOWN_DATA_ELEMENT,LOINC,28,3,,v217,,
v218_Ptsm_SCnc_Pt_Bld_Qn_mn,_Ptsm_SCnc_Pt_Bld_Qn_mn,,4,1,2,1,315800,,1,5,2978,v218_Ptsm_SCnc_Pt_Bld_Qn,,,1,"6298-4 - Potassium:SCnc:Pt:Bld:Qn[1,532 facts; 1,242 patients]",218,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18205079\A18206011\A18168575\A30980598\A18164248\,UNKNOWN_DATA_ELEMENT,LOINC,2,1,,v218,,
v218_Ptsm_SCnc_Pt_Bld_Qn,_Ptsm_SCnc_Pt_Bld_Qn,,4,1,2,1,315800,,1,5,2978,v218_Ptsm_SCnc_Pt_Bld_Qn,,,1,"6298-4 - Potassium:SCnc:Pt:Bld:Qn[1,532 facts; 1,242 patients]",218,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18205079\A18206011\A18168575\A30980598\A18164248\,UNKNOWN_DATA_ELEMENT,LOINC,2,1,,v218,,
v219_amntrnsfrs_CCnc_Pt_Sr_Pls_Qn_mn,_amntrnsfrs_CCnc_Pt_Sr_Pls_Qn_mn,,2215,3,8,1,283775,,1,32030,767,v219_amntrnsfrs_CCnc_Pt_Sr_Pls_Qn,,,1,"1920-8 - Aspartate aminotransferase:CCnc:Pt:Ser/Plas:Qn[2,805,974 facts; 553,567 patients]",219,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18244462\A18321133\A30999722\A18257317\,UNKNOWN_DATA_ELEMENT,LOINC,8,3,,v219,,
v219_amntrnsfrs_CCnc_Pt_Sr_Pls_Qn,_amntrnsfrs_CCnc_Pt_Sr_Pls_Qn,,2215,3,8,1,283775,,1,32030,767,v219_amntrnsfrs_CCnc_Pt_Sr_Pls_Qn,,,1,"1920-8 - Aspartate aminotransferase:CCnc:Pt:Ser/Plas:Qn[2,805,974 facts; 553,567 patients]",219,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18244462\A18321133\A30999722\A18257317\,UNKNOWN_DATA_ELEMENT,LOINC,8,3,,v219,,
v220_Albmn_MCnc_Pt_Sr_Pls_Qn_mn,_Albmn_MCnc_Pt_Sr_Pls_Qn_mn,,2260,3,8,1,278006,,1,37799,722,v220_Albmn_MCnc_Pt_Sr_Pls_Qn,,,1,"1751-7 - Albumin:MCnc:Pt:Ser/Plas:Qn[2,842,207 facts; 524,221 patients]",220,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168619\A18321033\A31026204\A18293666\,UNKNOWN_DATA_ELEMENT,LOINC,8,3,,v220,,
v220_Albmn_MCnc_Pt_Sr_Pls_Qn,_Albmn_MCnc_Pt_Sr_Pls_Qn,,2260,3,8,1,278006,,1,37799,722,v220_Albmn_MCnc_Pt_Sr_Pls_Qn,,,1,"1751-7 - Albumin:MCnc:Pt:Ser/Plas:Qn[2,842,207 facts; 524,221 patients]",220,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168619\A18321033\A31026204\A18293666\,UNKNOWN_DATA_ELEMENT,LOINC,8,3,,v220,,
v221_Albmn_Glbln_MRt_Pt_Sr_Pls_Qn_mn,_Albmn_Glbln_MRt_Pt_Sr_Pls_Qn_mn,,601,2,2,1,314370,,1,1435,2381,v221_Albmn_Glbln_MRt_Pt_Sr_Pls_Qn,,,1,"1759-0 - Albumin/Globulin:MRto:Pt:Ser/Plas:Qn[135,877 facts; 64,290 patients]",221,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168619\A18321033\A30957253\A30999678\A21135959\,UNKNOWN_DATA_ELEMENT,LOINC,2,2,,v221,,
v221_Albmn_Glbln_MRt_Pt_Sr_Pls_Qn,_Albmn_Glbln_MRt_Pt_Sr_Pls_Qn,,601,2,2,1,314370,,1,1435,2381,v221_Albmn_Glbln_MRt_Pt_Sr_Pls_Qn,,,1,"1759-0 - Albumin/Globulin:MRto:Pt:Ser/Plas:Qn[135,877 facts; 64,290 patients]",221,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168619\A18321033\A30957253\A30999678\A21135959\,UNKNOWN_DATA_ELEMENT,LOINC,2,2,,v221,,
v222_Crtn_MCnc_Pt_Sr_Pls_Qn_mn,_Crtn_MCnc_Pt_Sr_Pls_Qn_mn,,2395,1,14,1,254185,,1,61620,587,v222_Crtn_MCnc_Pt_Sr_Pls_Qn,,,1,"2160-0 - Creatinine:MCnc:Pt:Ser/Plas:Qn[4,982,528 facts; 624,392 patients]",222,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18207214\A18360341\A30964601\A18297520\,UNKNOWN_DATA_ELEMENT,LOINC,14,3,,v222,,
v222_Crtn_MCnc_Pt_Sr_Pls_Qn,_Crtn_MCnc_Pt_Sr_Pls_Qn,,2395,1,14,1,254185,,1,61620,587,v222_Crtn_MCnc_Pt_Sr_Pls_Qn,,,1,"2160-0 - Creatinine:MCnc:Pt:Ser/Plas:Qn[4,982,528 facts; 624,392 patients]",222,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18207214\A18360341\A30964601\A18297520\,UNKNOWN_DATA_ELEMENT,LOINC,14,3,,v222,,
v223_Crtn_MCnc_Pt_Bld_Qn_mn,_Crtn_MCnc_Pt_Bld_Qn_mn,,757,1,2,1,313827,,1,1978,2225,v223_Crtn_MCnc_Pt_Bld_Qn,,,1,"38483-4 - Creatinine:MCnc:Pt:Bld:Qn[40,699 facts; 26,083 patients]",223,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18207214\A18360341\A31026480\A18345521\,UNKNOWN_DATA_ELEMENT,LOINC,2,2,,v223,,
v223_Crtn_MCnc_Pt_Bld_Qn,_Crtn_MCnc_Pt_Bld_Qn,,757,1,2,1,313827,,1,1978,2225,v223_Crtn_MCnc_Pt_Bld_Qn,,,1,"38483-4 - Creatinine:MCnc:Pt:Bld:Qn[40,699 facts; 26,083 patients]",223,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18207214\A18360341\A31026480\A18345521\,UNKNOWN_DATA_ELEMENT,LOINC,2,2,,v223,,
v224_Chlrd_SCnc_Pt_Bld_Qn_mn,_Chlrd_SCnc_Pt_Bld_Qn_mn,,7,1,1,1,315798,,1,7,2975,v224_Chlrd_SCnc_Pt_Bld_Qn,,,1,2069-3 - Chloride:SCnc:Pt:Bld:Qn[387 facts; 334 patients],224,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18205079\A18206011\A18128324\A31017658\A18335524\,UNKNOWN_DATA_ELEMENT,LOINC,1,1,,v224,,
